customer,Age,Education,Employ,Address,Income,Leverage,Creddebt,OthDebt,MonthlyLoad,Default,OthDebtRatio
295465,30,SupCom,4,6.0,46.0,3.9,1.26,0.54,0.12,0,0.01173913043478261
295472,52,SupInc,21,14.0,121.0,2.4,0.39,2.51,0.04,0,0.02074380165289256
295658,20,Bas,2,0.0,42.0,3.1,0.89,0.41,0.1,1,0.009761904761904762
295683,34,SupCom,7,3.0,33.0,7.5,1.88,0.6,0.3,1,0.01818181818181818
295711,68,Bas,51,26.0,274.0,7.0,8.59,10.59,0.1,0,0.03864963503649635
295815,47,Bas,16,15.0,51.0,14.2,3.4,3.85,0.42,0,0.07549019607843137
295913,37,Med,12,8.0,29.0,9.3,0.88,1.82,0.41,0,0.06275862068965518
295930,36,Med,9,10.0,35.0,0.8,0.09,0.19,0.03,0,0.0054285714285714284
295938,30,SupCom,1,6.0,107.0,8.9,1.44,8.09,0.17,1,0.07560747663551402
296037,24,Med,0,2.0,21.0,13.7,1.38,1.5,0.79,0,0.07142857142857142
296049,24,SupCom,0,2.0,49.0,13.6,3.04,3.63,0.41,1,0.07408163265306122
296068,31,Med,0,6.0,34.0,4.2,0.71,0.71,0.17,1,0.02088235294117647
296183,41,SupCom,15,13.0,89.0,9.2,2.55,5.63,0.2,0,0.06325842696629214
296309,19,Med,0,0.0,25.0,24.7,1.23,4.95,1.24,1,0.198
296317,20,SupInc,0,1.0,23.0,1.0,0.02,0.21,0.05,0,0.009130434782608695
296325,30,Med,8,5.0,65.0,9.2,2.45,3.53,0.23,0,0.05430769230769231
296347,42,Med,5,12.0,72.0,19.3,0.25,13.65,0.46,0,0.18958333333333333
296403,27,Bas,5,5.0,34.0,1.0,0.06,0.28,0.04,0,0.00823529411764706
296493,24,SupCom,0,2.0,38.0,1.6,0.03,0.57,0.06,0,0.015
296589,38,Med,16,6.0,71.0,6.6,1.54,3.15,0.16,0,0.04436619718309859
296591,24,Bas,7,2.0,29.0,13.6,0.64,3.3,0.6,0,0.11379310344827585
296685,48,Med,7,11.0,80.0,3.7,0.79,2.17,0.08,0,0.027125
296709,49,SupCom,0,11.0,77.0,2.0,0.21,1.33,0.05,0,0.017272727272727273
296763,18,Med,0,0.0,29.0,25.9,2.39,5.12,1.15,1,0.17655172413793105
296812,64,Med,11,28.0,27.0,2.4,0.08,0.57,0.11,0,0.02111111111111111
296939,19,Bas,3,0.0,22.0,10.9,0.47,1.93,0.6,0,0.08772727272727272
296988,49,SupInc,2,17.0,36.0,23.6,2.66,5.84,0.89,1,0.1622222222222222
297023,29,SupCom,1,4.0,26.0,6.6,0.51,1.21,0.32,1,0.046538461538461535
297063,28,Med,3,5.0,64.0,9.4,1.03,4.98,0.24,1,0.0778125
297090,27,Med,4,3.0,32.0,6.7,0.56,1.59,0.28,1,0.0496875
297143,24,SupCom,0,2.0,40.0,8.6,1.2,2.24,0.3,0,0.05600000000000001
297166,23,Bas,2,2.0,38.0,12.2,2.23,2.41,0.44,1,0.06342105263157895
297181,43,Posg,3,8.0,30.0,3.1,0.34,0.59,0.13,0,0.019666666666666666
297207,29,Posg,1,5.0,51.0,12.5,2.43,3.95,0.37,0,0.07745098039215687
297282,61,SupInc,35,9.0,327.0,4.6,7.63,7.42,0.06,0,0.02269113149847095
297308,22,SupCom,0,1.0,20.0,6.5,0.6,0.7,0.39,1,0.034999999999999996
297345,24,Med,2,3.0,34.0,2.4,0.27,0.54,0.09,0,0.015882352941176472
297357,30,SupInc,8,3.0,65.0,8.8,1.92,3.8,0.22,0,0.05846153846153846
297360,37,SupInc,3,4.0,57.0,10.8,0.72,5.44,0.3,1,0.09543859649122807
297382,27,Med,4,1.0,36.0,14.7,1.46,3.83,0.56,1,0.1063888888888889
297384,22,SupCom,0,1.0,29.0,3.7,0.08,0.99,0.16,0,0.03413793103448276
297466,28,Posg,1,3.0,77.0,0.2,0.06,0.1,0.0,0,0.0012987012987012987
297470,31,Med,11,4.0,41.0,2.0,0.34,0.48,0.07,0,0.011707317073170732
297480,44,Bas,14,12.0,68.0,14.9,1.78,8.35,0.37,0,0.12279411764705882
297533,69,Med,24,22.0,84.0,20.2,5.63,11.33,0.44,0,0.13488095238095238
297538,26,Med,5,2.0,42.0,10.6,2.13,2.32,0.36,1,0.05523809523809523
297698,51,SupInc,9,15.0,96.0,16.8,0.58,15.55,0.34,1,0.16197916666666667
297702,20,SupInc,0,0.0,77.0,9.6,3.85,3.54,0.22,1,0.04597402597402597
297820,24,SupInc,2,0.0,43.0,7.3,1.24,1.9,0.24,0,0.044186046511627906
297849,53,Bas,17,9.0,59.0,0.5,0.03,0.26,0.01,0,0.004406779661016949
297867,29,Med,0,4.0,28.0,4.7,0.14,1.18,0.22,1,0.04214285714285714
297922,28,SupInc,4,4.0,20.0,21.1,0.57,3.65,1.27,0,0.1825
297926,35,Med,17,5.0,160.0,13.5,9.07,12.53,0.22,1,0.0783125
297953,20,Med,0,0.0,27.0,10.3,0.39,2.39,0.48,1,0.08851851851851852
297963,27,Posg,0,3.0,36.0,4.1,0.73,0.75,0.16,0,0.020833333333333332
298020,34,SupCom,2,4.0,46.0,22.5,1.21,9.14,0.71,0,0.19869565217391305
298062,46,Posg,13,14.0,84.0,9.9,1.71,6.6,0.22,0,0.07857142857142857
298134,36,SupCom,4,8.0,101.0,6.7,2.09,4.68,0.13,1,0.046336633663366336
298170,51,SupCom,4,6.0,43.0,3.3,0.2,1.22,0.11,0,0.028372093023255815
298250,39,Bas,20,10.0,52.0,19.7,2.33,7.92,0.58,0,0.1523076923076923
298314,33,SupCom,4,6.0,24.0,27.7,3.2,3.44,1.43,1,0.14333333333333334
298328,65,Med,38,25.0,231.0,9.3,2.02,19.46,0.13,0,0.08424242424242424
298383,35,SupInc,10,8.0,263.0,4.9,9.27,3.62,0.07,1,0.01376425855513308
298392,41,Med,22,7.0,226.0,17.4,7.12,32.21,0.25,1,0.1425221238938053
298415,23,SupInc,0,1.0,33.0,1.7,0.24,0.32,0.07,0,0.009696969696969697
298439,23,Bas,5,1.0,23.0,24.3,3.5,2.08,1.3,1,0.09043478260869565
298509,34,Posg,0,5.0,120.0,6.4,5.55,2.13,0.12,1,0.01775
298541,18,Med,0,0.0,30.0,19.8,2.3,3.64,0.86,1,0.12133333333333333
298547,29,Posg,3,2.0,26.0,7.8,0.46,1.57,0.38,0,0.060384615384615384
298591,38,SupCom,13,12.0,204.0,19.5,15.43,24.35,0.29,1,0.11936274509803922
298602,32,SupCom,8,5.0,44.0,13.7,1.35,4.68,0.45,0,0.10636363636363635
298624,34,Med,12,7.0,58.0,19.9,2.49,9.05,0.54,0,0.1560344827586207
298629,37,Bas,14,4.0,67.0,13.4,2.12,6.86,0.33,0,0.10238805970149255
298696,37,SupInc,4,6.0,53.0,15.5,1.27,6.95,0.45,0,0.1311320754716981
298736,37,SupInc,4,6.0,30.0,4.6,0.71,0.67,0.2,0,0.022333333333333334
298857,45,SupCom,16,13.0,53.0,5.7,0.93,2.09,0.16,0,0.03943396226415094
298915,48,SupInc,4,12.0,57.0,12.1,2.46,4.43,0.33,0,0.07771929824561404
298944,36,Bas,12,5.0,55.0,5.8,1.2,1.99,0.16,0,0.03618181818181818
298965,26,Med,1,3.0,42.0,1.5,0.08,0.55,0.05,1,0.013095238095238096
298970,60,Bas,31,22.0,170.0,8.0,8.77,4.83,0.13,0,0.02841176470588235
298976,37,Med,2,9.0,31.0,9.6,1.54,1.44,0.41,0,0.0464516129032258
298996,27,SupCom,1,2.0,21.0,14.4,0.52,2.51,0.83,0,0.11952380952380952
299036,26,Bas,6,2.0,46.0,9.8,0.34,4.17,0.31,0,0.09065217391304348
315016,32,SupInc,7,5.0,34.0,10.7,0.52,3.12,0.42,0,0.09176470588235294
315053,23,SupInc,0,1.0,16.0,7.8,0.35,0.9,0.57,0,0.05625
315060,58,SupInc,18,13.0,54.0,4.2,0.82,1.45,0.12,0,0.026851851851851852
315086,34,Bas,0,7.0,26.0,1.9,0.18,0.32,0.09,0,0.012307692307692308
315102,30,Med,0,4.0,17.0,4.9,0.41,0.42,0.34,1,0.024705882352941175
315108,25,SupInc,2,3.0,52.0,7.7,1.07,2.93,0.23,0,0.05634615384615385
315159,24,Med,3,2.0,24.0,10.7,1.98,0.59,0.55,0,0.024583333333333332
315169,34,SupCom,1,7.0,40.0,17.6,1.68,5.36,0.62,1,0.134
315203,64,Bas,7,26.0,24.0,6.5,0.29,1.27,0.34,0,0.05291666666666667
315213,29,SupCom,2,5.0,34.0,19.0,1.03,5.43,0.75,1,0.15970588235294117
315234,21,Med,1,1.0,29.0,0.9,0.02,0.24,0.04,0,0.008275862068965517
315273,50,SupCom,9,11.0,24.0,15.7,0.58,3.18,0.81,0,0.1325
315276,25,SupCom,0,2.0,29.0,15.7,1.83,2.73,0.7,1,0.09413793103448276
315313,27,Med,6,5.0,20.0,13.2,1.44,1.2,0.79,0,0.06
315326,25,SupInc,4,3.0,41.0,18.4,2.01,5.54,0.63,0,0.1351219512195122
315336,27,SupCom,3,5.0,41.0,4.8,0.55,1.41,0.16,1,0.03439024390243902
315373,26,Med,4,4.0,31.0,5.5,0.25,1.45,0.23,0,0.0467741935483871
315412,49,Med,6,12.0,49.0,1.7,0.5,0.33,0.05,0,0.0067346938775510205
315414,41,SupInc,0,8.0,39.0,29.1,2.16,9.19,1.04,1,0.23564102564102563
315422,30,Med,4,2.0,55.0,5.5,1.45,1.57,0.15,0,0.028545454545454547
315442,37,Bas,16,8.0,43.0,5.6,0.64,1.77,0.19,0,0.041162790697674416
315481,34,Med,9,3.0,62.0,8.0,0.4,4.56,0.21,0,0.07354838709677419
315507,50,SupCom,23,11.0,104.0,4.8,0.93,4.06,0.09,0,0.039038461538461536
315508,28,SupInc,4,2.0,58.0,12.6,2.48,4.83,0.34,1,0.08327586206896552
315514,19,Med,0,0.0,20.0,3.1,0.26,0.36,0.19,1,0.018
315526,25,SupCom,0,1.0,31.0,3.9,0.37,0.84,0.16,1,0.027096774193548386
315544,18,Med,0,0.0,15.0,12.2,0.37,1.46,0.94,0,0.09733333333333333
315548,24,SupCom,0,2.0,32.0,5.6,0.25,1.54,0.23,1,0.048125
315568,30,Med,5,6.0,26.0,14.8,0.97,2.87,0.72,1,0.11038461538461539
315609,36,Med,1,4.0,55.0,19.6,6.36,4.42,0.55,1,0.08036363636363636
315619,32,SupCom,0,5.0,38.0,3.7,0.18,1.22,0.13,1,0.032105263157894734
315633,41,SupCom,2,7.0,94.0,7.0,1.16,5.42,0.14,0,0.057659574468085104
315665,47,Med,28,11.0,189.0,3.2,4.18,1.87,0.05,0,0.009894179894179895
315677,57,Bas,26,22.0,78.0,5.8,1.24,3.28,0.13,0,0.04205128205128205
315731,26,Bas,4,3.0,34.0,19.0,0.67,5.79,0.75,1,0.17029411764705882
315743,34,SupCom,6,5.0,65.0,14.4,4.98,4.38,0.37,1,0.06738461538461538
315748,33,Med,0,7.0,64.0,10.6,2.69,4.1,0.27,0,0.0640625
315754,53,Posg,9,11.0,97.0,22.3,9.21,12.42,0.45,1,0.12804123711340207
315771,61,Med,20,17.0,91.0,4.3,1.26,2.65,0.09,0,0.02912087912087912
315800,18,Med,0,0.0,14.0,4.3,0.15,0.45,0.35,0,0.03214285714285715
315812,21,SupInc,0,1.0,18.0,12.1,0.59,1.59,0.79,0,0.08833333333333333
315821,28,Bas,7,2.0,52.0,22.1,6.78,4.71,0.65,1,0.09057692307692308
315831,34,Med,4,8.0,49.0,3.1,0.04,1.48,0.09,0,0.030204081632653063
315838,20,Bas,2,0.0,16.0,4.7,0.25,0.5,0.34,0,0.03125
315857,34,Bas,11,6.0,54.0,10.6,3.12,2.6,0.3,0,0.04814814814814815
315892,22,SupInc,0,1.0,14.0,2.5,0.26,0.0,0.2,0,0.0
315898,34,Med,8,7.0,30.0,24.3,0.21,7.08,1.05,0,0.23600000000000002
315931,18,Med,0,0.0,18.0,13.1,0.92,1.44,0.86,1,0.08
315948,41,Med,21,9.0,64.0,0.3,0.12,0.0,0.01,0,0.0
315970,46,Bas,4,7.0,67.0,3.4,0.76,1.52,0.08,0,0.022686567164179106
316013,21,Med,0,1.0,20.0,2.2,0.1,0.34,0.13,0,0.017
316027,51,Med,19,16.0,47.0,22.7,3.28,7.39,0.71,0,0.15723404255319148
316033,27,Posg,0,3.0,25.0,22.9,1.09,4.64,1.15,1,0.1856
316060,35,Med,15,3.0,30.0,21.3,1.28,5.11,0.92,0,0.17033333333333334
316077,22,SupCom,0,2.0,26.0,6.0,0.02,1.54,0.29,0,0.05923076923076923
316104,65,Bas,38,13.0,143.0,11.1,1.17,14.7,0.19,0,0.1027972027972028
316135,43,SupInc,5,11.0,27.0,21.2,2.83,2.9,1.0,1,0.10740740740740741
316149,23,SupCom,0,2.0,23.0,18.0,0.51,3.63,0.96,1,0.15782608695652173
316159,66,Med,43,22.0,152.0,9.0,5.06,8.62,0.15,0,0.05671052631578947
316172,25,Med,3,2.0,48.0,8.2,2.87,1.07,0.25,1,0.022291666666666668
316193,35,SupCom,0,11.0,84.0,3.4,1.18,1.67,0.07,0,0.01988095238095238
316201,19,Med,0,0.0,20.0,12.8,1.14,1.42,0.77,0,0.071
316230,25,SupCom,1,1.0,20.0,6.9,0.43,0.95,0.41,1,0.0475
316244,23,SupCom,0,1.0,62.0,3.0,0.56,1.3,0.08,1,0.020967741935483872
316258,23,SupInc,2,1.0,40.0,21.2,2.65,5.83,0.74,1,0.14575
316268,49,SupInc,12,11.0,85.0,4.5,2.29,1.53,0.1,0,0.018
316281,45,SupCom,6,10.0,59.0,10.6,3.8,2.45,0.29,0,0.041525423728813564
316289,45,Med,10,13.0,45.0,2.9,0.19,1.12,0.09,0,0.02488888888888889
316302,32,SupCom,6,7.0,31.0,5.2,0.38,1.23,0.22,0,0.03967741935483871
316305,28,SupCom,0,4.0,60.0,0.5,0.08,0.22,0.01,0,0.0036666666666666666
316309,44,SupInc,22,9.0,131.0,7.0,0.83,8.34,0.12,0,0.06366412213740458
316311,49,SupInc,20,9.0,140.0,9.9,4.42,9.44,0.17,0,0.06742857142857142
316315,19,Med,0,0.0,19.0,4.4,0.06,0.77,0.28,0,0.04052631578947369
316359,34,SupInc,0,6.0,24.0,9.4,0.08,2.18,0.49,1,0.09083333333333334
316361,51,SupInc,2,15.0,34.0,7.2,1.77,0.68,0.28,0,0.02
316431,28,Med,4,4.0,25.0,34.8,1.04,7.66,1.74,1,0.3064
316502,51,SupCom,20,18.0,512.0,6.5,6.82,26.46,0.08,0,0.0516796875
316510,24,SupCom,0,1.0,63.0,26.9,7.19,9.76,0.7,1,0.15492063492063493
316518,41,Posg,9,14.0,87.0,4.4,0.78,3.05,0.09,0,0.03505747126436781
316521,23,SupCom,0,1.0,35.0,15.0,0.4,4.85,0.58,1,0.13857142857142857
316547,33,SupCom,3,7.0,19.0,17.2,0.37,2.9,1.08,1,0.15263157894736842
316569,42,Med,18,5.0,176.0,5.6,3.91,5.94,0.09,0,0.03375
316577,20,SupInc,0,0.0,16.0,3.5,0.23,0.33,0.25,1,0.020625
316583,27,Med,3,4.0,26.0,2.6,0.09,0.58,0.13,0,0.022307692307692306
316622,34,Med,9,3.0,29.0,11.6,1.06,2.3,0.52,1,0.0793103448275862
316635,20,Med,0,0.0,34.0,12.9,0.9,3.49,0.51,1,0.10264705882352942
316655,66,Med,9,23.0,54.0,15.8,1.34,7.19,0.45,0,0.13314814814814815
316681,19,Med,0,0.0,20.0,12.7,1.22,1.32,0.76,0,0.066
316735,33,Posg,2,7.0,79.0,23.7,10.47,8.26,0.54,1,0.10455696202531645
316737,22,SupInc,1,1.0,17.0,25.4,2.38,1.94,1.75,1,0.11411764705882353
316777,40,Med,5,7.0,43.0,23.9,3.69,6.59,0.79,1,0.15325581395348836
316798,55,Posg,25,12.0,73.0,19.1,5.8,8.14,0.45,0,0.1115068493150685
316809,25,SupCom,1,1.0,15.0,8.9,0.56,0.78,0.68,1,0.052000000000000005
316824,23,SupInc,0,1.0,30.0,6.9,0.55,1.52,0.3,0,0.050666666666666665
316838,37,SupCom,13,5.0,225.0,1.1,1.42,1.06,0.02,0,0.004711111111111111
316862,18,Med,0,0.0,21.0,6.6,0.08,1.31,0.38,1,0.062380952380952384
316881,23,Med,4,1.0,22.0,3.8,0.08,0.76,0.21,0,0.034545454545454546
316883,27,Med,2,2.0,55.0,11.7,0.54,5.89,0.33,1,0.10709090909090908
316907,42,Posg,6,8.0,20.0,15.3,1.43,1.63,0.92,1,0.08149999999999999
316909,31,SupInc,9,6.0,23.0,7.8,0.45,1.35,0.42,0,0.058695652173913045
335024,33,Med,9,5.0,34.0,12.7,3.16,1.16,0.5,1,0.03411764705882353
335038,58,SupCom,26,21.0,132.0,2.4,0.98,2.19,0.04,0,0.01659090909090909
335114,58,SupInc,24,24.0,138.0,3.9,2.86,2.52,0.07,0,0.018260869565217393
335125,48,Med,12,12.0,51.0,4.3,0.22,1.97,0.13,0,0.03862745098039216
335142,26,Med,2,4.0,55.0,11.0,4.69,1.36,0.31,1,0.02472727272727273
335161,28,Posg,2,5.0,18.0,11.9,0.32,1.82,0.78,1,0.10111111111111111
335203,22,Bas,4,1.0,21.0,9.0,0.87,1.02,0.52,0,0.04857142857142857
335236,18,Med,0,0.0,18.0,8.0,0.4,1.04,0.52,0,0.05777777777777778
335322,57,Med,4,12.0,61.0,2.3,0.11,1.29,0.06,0,0.021147540983606557
335417,19,Med,1,0.0,24.0,12.3,1.11,1.84,0.64,1,0.07666666666666667
335431,31,SupCom,4,5.0,36.0,22.4,0.15,7.91,0.85,0,0.21972222222222224
335434,18,Bas,1,0.0,18.0,8.0,0.74,0.7,0.52,1,0.03888888888888889
335530,23,SupInc,0,1.0,18.0,4.0,0.05,0.67,0.26,0,0.037222222222222226
335566,19,Med,0,0.0,14.0,8.2,0.38,0.77,0.67,1,0.055
335573,29,SupInc,0,4.0,70.0,16.5,8.21,3.34,0.4,1,0.04771428571428571
335610,29,SupInc,8,5.0,39.0,11.6,3.26,1.27,0.41,1,0.03256410256410257
335615,25,Med,2,3.0,24.0,3.0,0.15,0.57,0.16,0,0.023749999999999997
335635,18,Med,0,0.0,24.0,0.9,0.13,0.0,0.05,1,0.0
335667,40,SupInc,4,6.0,87.0,1.2,0.86,0.18,0.03,0,0.0020689655172413794
335669,31,Med,11,8.0,36.0,4.7,0.13,1.57,0.18,0,0.043611111111111114
335672,52,SupCom,2,12.0,84.0,3.1,0.2,2.4,0.07,0,0.02857142857142857
335680,37,Med,18,3.0,39.0,26.9,5.46,5.04,0.96,1,0.12923076923076923
335690,40,SupInc,18,13.0,84.0,6.2,0.94,4.27,0.14,0,0.05083333333333333
335722,18,Med,0,0.0,17.0,11.9,0.17,1.86,0.82,1,0.10941176470588236
335743,45,Bas,24,14.0,69.0,3.2,1.33,0.87,0.08,0,0.012608695652173913
335816,34,SupInc,11,6.0,52.0,12.9,4.17,2.54,0.38,0,0.048846153846153845
335819,19,Med,0,0.0,21.0,12.6,1.23,1.42,0.73,1,0.06761904761904762
335844,25,SupInc,3,1.0,27.0,16.9,1.09,3.48,0.8,0,0.1288888888888889
335958,53,Med,30,12.0,220.0,12.9,2.81,25.57,0.19,0,0.11622727272727273
336005,30,SupInc,4,4.0,39.0,11.6,1.39,3.13,0.41,0,0.08025641025641025
336019,49,Posg,23,11.0,178.0,19.4,5.59,28.94,0.3,0,0.16258426966292136
336093,21,Med,2,1.0,23.0,3.5,0.25,0.55,0.19,0,0.02391304347826087
336204,40,Med,0,12.0,21.0,36.6,4.35,3.34,2.11,1,0.15904761904761905
336244,18,Med,0,0.0,23.0,11.5,0.66,1.98,0.61,1,0.08608695652173913
336247,18,Med,0,0.0,15.0,8.0,0.22,0.98,0.61,0,0.06533333333333333
336295,34,Bas,10,6.0,50.0,5.3,0.58,2.07,0.16,0,0.0414
336308,33,SupCom,5,8.0,27.0,20.6,1.09,4.47,0.97,0,0.16555555555555554
336316,45,SupInc,23,10.0,55.0,13.3,1.46,5.86,0.37,0,0.10654545454545455
336326,40,SupCom,15,13.0,111.0,9.6,1.88,8.78,0.18,0,0.0790990990990991
336330,49,Bas,4,11.0,36.0,9.9,1.36,2.21,0.37,0,0.06138888888888889
336350,27,SupInc,0,4.0,31.0,3.7,0.28,0.86,0.16,0,0.027741935483870966
336401,52,Bas,26,12.0,77.0,28.6,5.26,16.76,0.66,0,0.2176623376623377
336436,23,Med,1,2.0,30.0,18.2,1.37,4.09,0.79,1,0.13633333333333333
336457,39,SupInc,16,10.0,46.0,11.3,1.45,3.75,0.36,0,0.08152173913043478
336479,20,Med,0,1.0,28.0,9.8,0.66,2.09,0.45,0,0.07464285714285714
336499,26,SupInc,0,3.0,23.0,10.9,1.71,0.8,0.58,1,0.034782608695652174
336510,62,SupCom,23,22.0,124.0,23.0,19.05,9.47,0.42,1,0.07637096774193548
336576,39,Med,1,9.0,27.0,1.4,0.1,0.28,0.07,0,0.010370370370370372
336580,26,Bas,5,2.0,47.0,21.7,6.14,4.06,0.68,1,0.08638297872340425
336624,35,Med,15,8.0,66.0,3.3,1.05,1.12,0.08,0,0.01696969696969697
336636,46,Posg,11,9.0,136.0,4.9,3.27,3.39,0.09,1,0.024926470588235296
336640,47,SupCom,17,17.0,61.0,7.5,3.12,1.45,0.2,0,0.023770491803278688
336658,56,Bas,3,16.0,38.0,18.7,3.72,3.39,0.68,1,0.08921052631578948
336706,21,SupInc,0,1.0,33.0,9.1,1.05,1.95,0.37,1,0.05909090909090909
336731,29,Med,0,5.0,33.0,5.8,0.58,1.34,0.23,0,0.04060606060606061
336792,28,Med,3,5.0,53.0,5.7,1.57,1.45,0.16,1,0.027358490566037737
336815,28,SupInc,3,3.0,61.0,16.1,3.16,6.66,0.42,1,0.10918032786885246
336852,30,Bas,4,6.0,30.0,10.8,1.03,2.21,0.47,0,0.07366666666666667
336899,20,Bas,1,0.0,22.0,10.1,0.14,2.08,0.56,1,0.09454545454545454
336953,24,SupCom,0,2.0,29.0,9.6,1.04,1.75,0.43,1,0.0603448275862069
336969,29,SupCom,5,4.0,73.0,25.1,2.18,16.14,0.59,1,0.22109589041095892
337073,19,Med,0,0.0,15.0,9.5,0.4,1.03,0.73,1,0.06866666666666667
337113,39,Med,17,9.0,90.0,6.8,3.45,2.67,0.14,0,0.029666666666666668
337128,22,SupCom,0,1.0,30.0,3.4,0.15,0.87,0.15,0,0.029
337143,30,Med,2,4.0,34.0,11.6,1.39,2.55,0.46,0,0.075
337173,24,Bas,4,2.0,24.0,18.0,1.64,2.68,0.93,1,0.11166666666666668
337261,25,SupCom,1,2.0,66.0,4.2,0.55,2.22,0.11,1,0.03363636363636364
337272,22,Med,2,1.0,39.0,4.7,0.5,1.33,0.17,0,0.034102564102564105
337301,35,Posg,0,9.0,36.0,13.3,0.99,3.8,0.5,0,0.10555555555555556
337304,51,SupInc,14,16.0,161.0,1.4,0.57,1.69,0.02,0,0.010496894409937887
337309,65,Med,0,25.0,57.0,6.2,1.68,1.86,0.17,0,0.03263157894736842
337365,38,SupCom,14,7.0,192.0,28.9,5.27,50.22,0.44,1,0.2615625
337367,28,Med,8,4.0,24.0,24.6,4.07,1.83,1.27,1,0.07625
337411,30,SupCom,2,5.0,27.0,10.6,0.74,2.13,0.5,0,0.07888888888888888
337462,22,SupCom,0,2.0,46.0,8.6,1.76,2.19,0.27,1,0.04760869565217391
337514,19,Med,0,0.0,28.0,7.5,1.51,0.59,0.34,1,0.02107142857142857
337528,48,SupCom,24,18.0,66.0,4.4,0.32,2.58,0.11,0,0.03909090909090909
337553,18,Med,0,0.0,16.0,8.3,0.17,1.15,0.6,1,0.071875
337620,29,Med,1,5.0,39.0,10.3,2.98,1.03,0.37,1,0.026410256410256412
337625,37,Med,0,9.0,37.0,16.2,0.93,5.06,0.6,0,0.13675675675675675
337641,23,SupCom,0,1.0,73.0,0.7,0.25,0.26,0.02,0,0.0035616438356164386
337769,27,SupInc,4,5.0,41.0,6.1,1.65,0.85,0.21,1,0.020731707317073172
337840,38,SupCom,10,11.0,63.0,12.2,2.76,4.93,0.32,0,0.07825396825396826
337873,39,SupInc,10,7.0,45.0,25.0,1.77,9.48,0.81,0,0.21066666666666667
337887,28,SupCom,4,3.0,48.0,24.3,3.34,8.33,0.75,1,0.17354166666666668
337922,54,SupInc,2,19.0,35.0,6.4,0.93,1.31,0.25,0,0.03742857142857143
337945,39,SupCom,12,10.0,98.0,1.6,0.16,1.41,0.03,0,0.014387755102040815
337963,19,Med,0,0.0,26.0,17.2,2.65,1.82,0.83,1,0.07
337991,71,Bas,2,13.0,23.0,10.1,1.44,0.89,0.54,0,0.03869565217391304
338047,24,Med,4,2.0,21.0,3.8,0.36,0.44,0.22,0,0.02095238095238095
338062,28,Med,3,4.0,20.0,9.0,0.37,1.43,0.54,0,0.0715
338069,21,Bas,4,1.0,15.0,7.3,0.05,1.04,0.56,0,0.06933333333333333
338112,36,Med,8,2.0,42.0,3.1,0.75,0.55,0.1,0,0.013095238095238096
338207,36,Med,1,8.0,31.0,21.0,0.33,6.18,0.89,0,0.1993548387096774
338240,23,Bas,0,2.0,20.0,8.4,0.24,1.44,0.5,1,0.072
338253,28,SupInc,3,3.0,25.0,18.8,1.16,3.54,0.94,1,0.1416
338294,26,SupInc,0,3.0,31.0,3.1,0.1,0.86,0.13,1,0.027741935483870966
338307,36,Posg,3,7.0,45.0,3.3,0.47,1.02,0.11,0,0.02266666666666667
338320,32,SupCom,2,2.0,55.0,10.6,1.43,4.4,0.3,1,0.08
360036,24,SupCom,0,1.0,56.0,9.3,1.55,3.66,0.26,1,0.06535714285714286
360188,19,Med,0,0.0,55.0,7.9,0.61,3.73,0.22,0,0.06781818181818182
360230,28,SupCom,2,3.0,22.0,6.2,0.76,0.61,0.34,1,0.027727272727272725
360245,40,Posg,1,11.0,32.0,18.6,3.4,2.55,0.77,1,0.0796875
360349,33,Posg,6,4.0,121.0,15.1,3.31,14.96,0.28,1,0.12363636363636364
360448,34,SupInc,0,4.0,23.0,6.8,0.69,0.88,0.36,1,0.03826086956521739
360449,19,Med,0,0.0,30.0,4.0,0.52,0.68,0.17,0,0.02266666666666667
360504,44,Bas,17,14.0,107.0,13.0,3.83,10.08,0.25,0,0.09420560747663552
360509,29,Med,1,6.0,36.0,9.3,1.42,1.93,0.35,1,0.05361111111111111
360518,65,Bas,10,18.0,32.0,9.9,1.37,1.8,0.41,0,0.05625
360585,45,Med,18,11.0,59.0,8.9,2.74,2.51,0.24,0,0.04254237288135593
360684,33,Med,4,8.0,79.0,12.6,8.55,1.4,0.29,1,0.01772151898734177
360740,32,SupInc,3,5.0,34.0,12.4,2.18,2.03,0.49,0,0.05970588235294117
360763,32,SupCom,5,6.0,67.0,8.4,3.38,2.25,0.21,0,0.033582089552238806
360917,23,SupInc,0,1.0,34.0,9.2,1.25,1.87,0.36,1,0.055
360925,25,Posg,0,2.0,60.0,8.4,1.25,3.79,0.22,0,0.06316666666666666
360927,22,SupCom,0,1.0,23.0,6.2,0.35,1.08,0.33,1,0.04695652173913044
360963,27,Bas,6,2.0,20.0,14.3,0.38,2.48,0.86,0,0.124
360968,43,SupCom,0,10.0,94.0,19.9,6.32,12.38,0.41,1,0.13170212765957448
360970,53,SupCom,26,20.0,249.0,5.8,7.58,6.86,0.08,0,0.027550200803212854
361058,24,SupInc,2,3.0,22.0,5.6,0.08,1.15,0.31,0,0.05227272727272727
361072,43,Med,13,13.0,62.0,24.2,8.07,6.93,0.63,1,0.1117741935483871
361083,25,Bas,4,1.0,33.0,13.2,1.63,2.73,0.53,1,0.08272727272727273
361101,26,SupInc,0,3.0,24.0,32.0,4.42,3.26,1.65,1,0.13583333333333333
361105,18,Med,0,0.0,34.0,16.3,1.87,3.67,0.64,1,0.10794117647058823
